zip,type,primary_city,state,county,latitude,longitude,world_region,country,decommissioned,estimated_population
20656,STANDARD,Loveville,MD,St. Mary's County,38.35,-76.67,NA,US,0,0
20657,STANDARD,Lusby,MD,Calvert County,38.41,-76.45,NA,US,0,16379
20658,STANDARD,Marbury,MD,Charles County,38.55,-77.15,NA,US,0,1028
20659,STANDARD,Mechanicsville,MD,St Mary's County,38.43,-76.73,NA,US,0,19456
20660,PO BOX,Morganza,MD,St Mary's County,38.37,-76.69,NA,US,0,0
20661,PO BOX,Mount Victoria,MD,Charles County,38.33,-76.91,NA,US,0,0
20662,STANDARD,Nanjemoy,MD,Charles County,38.45,-77.21,NA,US,0,2187
20664,STANDARD,Newburg,MD,Charles County,38.34,-76.92,NA,US,0,2300
20667,STANDARD,Park Hall,MD,St Mary's County,38.22,-76.44,NA,US,0,533
20670,STANDARD,Patuxent River,MD,St Mary's County,38.28,-76.42,NA,US,0,873
20674,STANDARD,Piney Point,MD,St Mary's County,38.14,-76.5,NA,US,0,643
20675,STANDARD,Pomfret,MD,Charles County,38.57,-77.01,NA,US,0,1515
20676,STANDARD,Port Republic,MD,Calvert County,38.49,-76.54,NA,US,0,2964
20677,STANDARD,Port Tobacco,MD,Charles County,38.49,-77.04,NA,US,0,2081
20678,STANDARD,Prince Frederick,MD,Calvert County,38.54,-76.58,NA,US,0,9060
20680,STANDARD,Ridge,MD,St Mary's County,38.11,-76.37,NA,US,0,794
20682,PO BOX,Rock Point,MD,Charles County,38.34,-76.92,NA,US,0,0
20684,STANDARD,Saint Inigoes,MD,St Mary's County,38.15,-76.41,NA,US,0,902
20685,STANDARD,Saint Leonard,MD,Calvert County,38.47,-76.5,NA,US,0,5780
20686,PO BOX,Saint Marys City,MD,St. Mary's County,38.18,-76.42,NA,US,0,0
20687,STANDARD,Scotland,MD,St Mary's County,38.07,-76.34,NA,US,0,0
20688,STANDARD,Solomons,MD,Calvert County,38.33,-76.45,NA,US,0,1920
20689,STANDARD,Sunderland,MD,Calvert County,38.64,-76.57,NA,US,0,1516
20690,STANDARD,Tall Timbers,MD,St Mary's County,38.15,-76.53,NA,US,0,671
20692,STANDARD,Valley Lee,MD,St Mary's County,38.18,-76.5,NA,US,0,1054
20693,STANDARD,Welcome,MD,Charles County,38.45,-77.08,NA,US,0,1079
20695,STANDARD,White Plains,MD,Charles County,38.59,-76.97,NA,US,0,7316
20697,UNIQUE,Southern Md Facility,MD,Prince George's County,39.03,-76.9,NA,US,0,0
20701,STANDARD,Annapolis Junction,MD,Anne Arundel County,39.12,-76.77,NA,US,0,0
20703,PO BOX,Lanham,MD,Prince George's County,38.96,-76.85,NA,US,0,0
20704,PO BOX,Beltsville,MD,Prince George's County,39.03,-76.92,NA,US,0,384
20705,STANDARD,Beltsville,MD,Prince George's County,39.03,-76.92,NA,US,0,21122
20706,STANDARD,Lanham,MD,Prince George's County,38.96,-76.85,NA,US,0,31002
20707,STANDARD,Laurel,MD,Prince George's County,39.09,-76.85,NA,US,0,26214
20708,STANDARD,Laurel,MD,Prince George's County,39.09,-76.85,NA,US,0,19398
20709,PO BOX,Laurel,MD,Prince George's County,39.09,-76.85,NA,US,0,0
20710,STANDARD,Bladensburg,MD,Prince George's County,38.94,-76.92,NA,US,0,6493
20711,STANDARD,Lothian,MD,Anne Arundel County,38.8,-76.65,NA,US,0,5488
20712,STANDARD,Mount Rainier,MD,Prince George's County,38.94,-76.96,NA,US,0,6569
20714,STANDARD,North Beach,MD,Calvert County,38.7,-76.53,NA,US,0,3488
20715,STANDARD,Bowie,MD,Prince George's County,38.95,-76.73,NA,US,0,21792
20716,STANDARD,Bowie,MD,Prince George's County,38.95,-76.73,NA,US,0,17493
20717,PO BOX,Bowie,MD,Prince George's County,38.95,-76.73,NA,US,0,0
20718,PO BOX,Bowie,MD,Prince George's County,38.95,-76.73,NA,US,0,0
20719,PO BOX,Bowie,MD,Prince George's County,38.95,-76.73,NA,US,0,0
20720,STANDARD,Bowie,MD,Prince George's County,38.95,-76.73,NA,US,0,17823
20721,STANDARD,Bowie,MD,Prince George's County,38.95,-76.73,NA,US,0,22471
20722,STANDARD,Brentwood,MD,Prince George's County,38.94,-76.95,NA,US,0,4676
20723,STANDARD,Laurel,MD,Howard County,39.09,-76.85,NA,US,0,24130
20724,STANDARD,Laurel,MD,Anne Arundel County,39.09,-76.85,NA,US,0,12891
20725,PO BOX,Laurel,MD,Prince George's County,39.09,-76.85,NA,US,0,465
20726,PO BOX,Laurel,MD,Prince George's County,39.09,-76.85,NA,US,0,0
20731,PO BOX,Capitol Heights,MD,Prince George's County,38.87,-76.9,NA,US,0,0
20732,STANDARD,Chesapeake Beach,MD,Calvert County,38.68,-76.53,NA,US,0,8400
20733,STANDARD,Churchton,MD,Anne Arundel County,38.8,-76.58,NA,US,0,2606
20735,STANDARD,Clinton,MD,Prince George's County,38.76,-76.89,NA,US,0,30519
20736,STANDARD,Owings,MD,Calvert County,38.69,-76.62,NA,US,0,7915
20737,STANDARD,Riverdale,MD,Prince George's County,38.96,-76.92,NA,US,0,15681
20738,PO BOX,Riverdale,MD,Prince George's County,38.96,-76.92,NA,US,0,0
20740,STANDARD,College Park,MD,Prince George's County,38.99,-76.93,NA,US,0,15633
20741,PO BOX,College Park,MD,Prince George's County,38.99,-76.93,NA,US,0,0
20742,UNIQUE,College Park,MD,Prince George's County,38.99,-76.93,NA,US,0,0
20743,STANDARD,Capitol Heights,MD,Prince George's County,38.87,-76.9,NA,US,0,29683
20744,STANDARD,Fort Washington,MD,Prince George's County,38.73,-77,NA,US,0,41540
20745,STANDARD,Oxon Hill,MD,Prince George's County,38.8,-76.99,NA,US,0,20874
20746,STANDARD,Suitland,MD,Prince George's County,38.83,-76.92,NA,US,0,22404
20747,STANDARD,District Heights,MD,Prince George's County,38.85,-76.88,NA,US,0,30726
20748,STANDARD,Temple Hills,MD,Prince George's County,38.8,-76.94,NA,US,0,30423
20749,PO BOX,Fort Washington,MD,Prince George's County,38.73,-77,NA,US,0,487
20750,PO BOX,Oxon Hill,MD,Prince George's County,38.8,-76.99,NA,US,0,0
20751,STANDARD,Deale,MD,Anne Arundel County,38.79,-76.54,NA,US,0,1944
20752,PO BOX,Suitland,MD,Prince George's County,38.83,-76.92,NA,US,0,0
20753,PO BOX,District Heights,MD,Prince George's County,38.85,-76.88,NA,US,0,463
20754,STANDARD,Dunkirk,MD,Calvert County,38.72,-76.66,NA,US,0,6409
20755,STANDARD,Fort George G Meade,MD,Anne Arundel County,39.08,-76.76,NA,US,0,6733
20757,PO BOX,Temple Hills,MD,Prince George's County,38.8,-76.94,NA,US,0,475
20758,STANDARD,Friendship,MD,Anne Arundel County,39.3,-77.19,NA,US,0,746
20759,STANDARD,Fulton,MD,Howard County,39.15,-76.92,NA,US,0,2725
20762,STANDARD,Andrews Air Force Base,MD,Prince George's County,38.8,-76.87,NA,US,0,2572
20763,STANDARD,Savage,MD,Howard County,39.13,-76.81,NA,US,0,2285
20764,STANDARD,Shady Side,MD,Anne Arundel County,38.83,-76.52,NA,US,0,3585
20765,PO BOX,Galesville,MD,Anne Arundel County,38.84,-76.54,NA,US,0,532
20768,PO BOX,Greenbelt,MD,Prince George's County,38.99,-76.88,NA,US,0,400
20769,STANDARD,Glenn Dale,MD,Prince George's County,38.98,-76.8,NA,US,0,5725
20770,STANDARD,Greenbelt,MD,Prince George's County,38.99,-76.88,NA,US,0,18966
20771,UNIQUE,Greenbelt,MD,Prince George's County,38.99,-76.88,NA,US,0,0
20772,STANDARD,Upper Marlboro,MD,Prince George's County,38.81,-76.75,NA,US,0,34695
20773,PO BOX,Upper Marlboro,MD,Prince George's County,38.81,-76.75,NA,US,0,513
20774,STANDARD,Upper Marlboro,MD,Prince George's County,38.81,-76.75,NA,US,0,35509
20775,PO BOX,Upper Marlboro,MD,Prince George's County,38.81,-76.75,NA,US,0,0
20776,STANDARD,Harwood,MD,Anne Arundel County,38.86,-76.6,NA,US,0,2800
20777,STANDARD,Highland,MD,Howard County,39.17,-76.95,NA,US,0,3036
20778,STANDARD,West River,MD,Anne Arundel County,38.82,-76.55,NA,US,0,1676
20779,STANDARD,Tracys Landing,MD,Anne Arundel County,38.76,-76.58,NA,US,0,1160
20781,STANDARD,Hyattsville,MD,Prince George's County,38.95,-76.95,NA,US,0,8985
20782,STANDARD,Hyattsville,MD,Prince George's County,38.95,-76.95,NA,US,0,23691
20783,STANDARD,Hyattsville,MD,Prince George's County,38.95,-76.95,NA,US,0,29484
20784,STANDARD,Hyattsville,MD,Prince George's County,38.95,-76.95,NA,US,0,24037
20785,STANDARD,Hyattsville,MD,Prince George's County,38.95,-76.95,NA,US,0,27933
20787,PO BOX,Hyattsville,MD,Prince George's County,38.95,-76.95,NA,US,0,398
20788,PO BOX,Hyattsville,MD,Prince George's County,38.95,-76.95,NA,US,0,0
20790,UNIQUE,Capitol Heights,MD,Prince George's County,38.87,-76.9,NA,US,0,0
20791,PO BOX,Capitol Heights,MD,Prince George's County,38.87,-76.9,NA,US,0,473
20792,PO BOX,Upper Marlboro,MD,Prince George's County,38.82,-76.75,NA,US,0,409
20794,STANDARD,Jessup,MD,Howard County,39.14,-76.77,NA,US,0,7418
20797,UNIQUE,Southern Md Facility,MD,Prince George's County,39.03,-76.9,NA,US,0,0
20799,UNIQUE,Capitol Heights,MD,Prince George's County,38.87,-76.9,NA,US,0,0
20810,UNIQUE,Bethesda,MD,Montgomery County,38.97,-77.1,NA,US,0,0
20811,UNIQUE,Bethesda,MD,Montgomery County,38.97,-77.1,NA,US,0,0
20812,STANDARD,Glen Echo,MD,Montgomery County,38.96,-77.14,NA,US,0,0
20813,PO BOX,Bethesda,MD,Montgomery County,38.98,-77.12,NA,US,0,0
20814,STANDARD,Bethesda,MD,Montgomery County,38.98,-77.12,NA,US,0,22685
20815,STANDARD,Chevy Chase,MD,Montgomery County,38.98,-77.08,NA,US,0,24927
20816,STANDARD,Bethesda,MD,Montgomery County,38.98,-77.12,NA,US,0,13948
20817,STANDARD,Bethesda,MD,Montgomery County,38.98,-77.12,NA,US,0,31025
20818,STANDARD,Cabin John,MD,Montgomery County,38.97,-77.16,NA,US,0,1588
20824,PO BOX,Bethesda,MD,Montgomery County,38.98,-77.12,NA,US,0,0
20825,PO BOX,Chevy Chase,MD,Montgomery County,38.98,-77.08,NA,US,0,0
20827,PO BOX,Bethesda,MD,Montgomery County,38.98,-77.12,NA,US,0,0
20830,PO BOX,Olney,MD,Montgomery County,39.14,-77.08,NA,US,0,0
20832,STANDARD,Olney,MD,Montgomery County,39.14,-77.08,NA,US,0,21823
20833,STANDARD,Brookeville,MD,Montgomery County,39.17,-77.05,NA,US,0,6945
20837,STANDARD,Poolesville,MD,Montgomery County,39.14,-77.41,NA,US,0,5273
20838,STANDARD,Barnesville,MD,Montgomery County,39.21,-77.38,NA,US,0,0
20839,STANDARD,Beallsville,MD,Montgomery County,39.17,-77.41,NA,US,0,0
20841,STANDARD,Boyds,MD,Montgomery County,39.18,-77.31,NA,US,0,7969
20842,STANDARD,Dickerson,MD,Montgomery County,39.22,-77.42,NA,US,0,1511
20847,PO BOX,Rockville,MD,Montgomery County,39.08,-77.15,NA,US,0,0
20848,PO BOX,Rockville,MD,Montgomery County,39.08,-77.15,NA,US,0,0
20849,PO BOX,Rockville,MD,Montgomery County,39.08,-77.15,NA,US,0,470
20850,STANDARD,Rockville,MD,Montgomery County,39.08,-77.15,NA,US,0,37165
20851,STANDARD,Rockville,MD,Montgomery County,39.08,-77.15,NA,US,0,11459
20852,STANDARD,Rockville,MD,Montgomery County,39.08,-77.15,NA,US,0,32220
20853,STANDARD,Rockville,MD,Montgomery County,39.08,-77.15,NA,US,0,26064
20854,STANDARD,Potomac,MD,Montgomery County,39.02,-77.19,NA,US,0,44511
20855,STANDARD,Derwood,MD,Montgomery County,39.13,-77.13,NA,US,0,13190
20857,UNIQUE,Rockville,MD,Montgomery County,39.08,-77.15,NA,US,0,0
20859,PO BOX,Potomac,MD,Montgomery County,39.02,-77.19,NA,US,0,0
20860,STANDARD,Sandy Spring,MD,Montgomery County,39.14,-77.02,NA,US,0,1485
20861,STANDARD,Ashton,MD,Montgomery County,39.15,-76.98,NA,US,0,1811
20862,STANDARD,Brinklow,MD,Montgomery County,39.18,-77.01,NA,US,0,0
20866,STANDARD,Burtonsville,MD,Montgomery County,39.11,-76.93,NA,US,0,11721
20868,STANDARD,Spencerville,MD,Montgomery County,39.12,-76.96,NA,US,0,651
20871,STANDARD,Clarksburg,MD,Montgomery County,39.23,-77.27,NA,US,0,10531
20872,STANDARD,Damascus,MD,Montgomery County,39.27,-77.2,NA,US,0,11276
20874,STANDARD,Germantown,MD,Montgomery County,39.17,-77.26,NA,US,0,48336
20875,PO BOX,Germantown,MD,Montgomery County,39.17,-77.26,NA,US,0,716
20876,STANDARD,Germantown,MD,Montgomery County,39.17,-77.26,NA,US,0,20992
20877,STANDARD,Gaithersburg,MD,Montgomery County,39.14,-77.21,NA,US,0,26800
20878,STANDARD,Gaithersburg,MD,Montgomery County,39.14,-77.21,NA,US,0,52924
20879,STANDARD,Gaithersburg,MD,Montgomery County,39.14,-77.21,NA,US,0,21332
20880,PO BOX,Washington Grove,MD,Montgomery County,39.14,-77.17,NA,US,0,689
20882,STANDARD,Gaithersburg,MD,Montgomery County,39.14,-77.21,NA,US,0,12565
20883,PO BOX,Gaithersburg,MD,Montgomery County,39.17,-77.19,NA,US,0,0
20884,PO BOX,Gaithersburg,MD,Montgomery County,39.14,-77.21,NA,US,0,0
20885,PO BOX,Gaithersburg,MD,Montgomery County,39.14,-77.21,NA,US,0,0
20886,STANDARD,Montgomery Village,MD,Montgomery County,39.18,-77.19,NA,US,0,27103
20889,UNIQUE,Bethesda,MD,Montgomery County,38.98,-77.12,NA,US,0,0
20891,PO BOX,Kensington,MD,Montgomery County,39.02,-77.07,NA,US,0,0
20892,UNIQUE,Bethesda,MD,Montgomery County,38.98,-77.12,NA,US,0,0
20894,UNIQUE,Bethesda,MD,Montgomery County,38.98,-77.12,NA,US,0,0
20895,STANDARD,Kensington,MD,Montgomery County,39.02,-77.07,NA,US,0,16190
20896,PO BOX,Garrett Park,MD,Montgomery County,39.03,-77.09,NA,US,0,905
20897,UNIQUE,Suburb Maryland Fac,MD,Montgomery County,39.08,-77.05,NA,US,0,0
20898,PO BOX,Gaithersburg,MD,Montgomery County,39.14,-77.21,NA,US,0,0
20899,UNIQUE,Gaithersburg,MD,Montgomery County,39.14,-77.21,NA,US,0,0
20901,STANDARD,Silver Spring,MD,Montgomery County,39.01,-77.02,NA,US,0,29903
20902,STANDARD,Silver Spring,MD,Montgomery County,39.01,-77.02,NA,US,0,39168
20903,STANDARD,Silver Spring,MD,Montgomery County,39.01,-77.02,NA,US,0,17654
20904,STANDARD,Silver Spring,MD,Montgomery County,39.01,-77.02,NA,US,0,44859
20905,STANDARD,Silver Spring,MD,Montgomery County,39.01,-77.02,NA,US,0,16516
20906,STANDARD,Silver Spring,MD,Montgomery County,39.01,-77.02,NA,US,0,53137
20907,PO BOX,Silver Spring,MD,Montgomery County,39.01,-77.02,NA,US,0,0
20908,PO BOX,Silver Spring,MD,Montgomery County,39.01,-77.02,NA,US,0,0
20910,STANDARD,Silver Spring,MD,Montgomery County,39.01,-77.02,NA,US,0,30661
20911,PO BOX,Silver Spring,MD,Montgomery County,39.01,-77.02,NA,US,0,0
20912,STANDARD,Takoma Park,MD,Montgomery County,38.98,-77,NA,US,0,19175
20913,PO BOX,Takoma Park,MD,Montgomery County,38.98,-77,NA,US,0,0
20914,PO BOX,Silver Spring,MD,Montgomery County,39.01,-77.02,NA,US,0,541
20915,PO BOX,Silver Spring,MD,Montgomery County,39.01,-77.02,NA,US,0,0
20916,PO BOX,Silver Spring,MD,Montgomery County,39.01,-77.02,NA,US,0,0
20918,PO BOX,Silver Spring,MD,Montgomery County,39.01,-77.02,NA,US,0,0
20993,UNIQUE,Silver Spring,MD,Montgomery County,39.03,-76.98,NA,US,0,0
20997,UNIQUE,Silver Spring,MD,Montgomery County,39.01,-77.02,NA,US,0,0
21001,STANDARD,Aberdeen,MD,Harford County,39.51,-76.17,NA,US,0,18383
21005,STANDARD,Aberdeen Proving Ground,MD,Harford County,39.47,-76.13,NA,US,0,1142
21009,STANDARD,Abingdon,MD,Harford County,39.46,-76.27,NA,US,0,25308
21010,STANDARD,Gunpowder,MD,Harford County,39.41,-76.38,NA,US,0,0
21012,STANDARD,Arnold,MD,Anne Arundel County,39.04,-76.49,NA,US,0,18695
21013,STANDARD,Baldwin,MD,Baltimore County,39.51,-76.49,NA,US,0,4382
21014,STANDARD,Bel Air,MD,Harford County,39.53,-76.34,NA,US,0,31074
21015,STANDARD,Bel Air,MD,Harford County,39.53,-76.34,NA,US,0,24922
21017,STANDARD,Belcamp,MD,Harford County,39.46,-76.23,NA,US,0,5504
21018,PO BOX,Benson,MD,Harford County,39.51,-76.18,NA,US,0,0
21020,PO BOX,Boring,MD,Baltimore County,39.57,-76.8,NA,US,0,0
21022,PO BOX,Brooklandville,MD,Baltimore County,39.42,-76.67,NA,US,0,0
21023,PO BOX,Butler,MD,Baltimore County,39.55,-76.68,NA,US,0,0
21027,PO BOX,Chase,MD,Baltimore County,39.36,-76.37,NA,US,0,0
21028,STANDARD,Churchville,MD,Harford County,39.56,-76.24,NA,US,0,2971
21029,STANDARD,Clarksville,MD,Howard County,39.2,-76.94,NA,US,0,10412
21030,STANDARD,Cockeysville,MD,Baltimore County,39.47,-76.63,NA,US,0,20714
21031,STANDARD,Hunt Valley,MD,Baltimore County,39.49,-76.65,NA,US,0,0
21032,STANDARD,Crownsville,MD,Anne Arundel County,39.01,-76.59,NA,US,0,7811
21034,STANDARD,Darlington,MD,Harford County,39.63,-76.2,NA,US,0,3086
21035,STANDARD,Davidsonville,MD,Anne Arundel County,38.93,-76.63,NA,US,0,7106
21036,STANDARD,Dayton,MD,Howard County,39.23,-76.98,NA,US,0,1875
21037,STANDARD,Edgewater,MD,Anne Arundel County,38.9,-76.54,NA,US,0,17576
21040,STANDARD,Edgewood,MD,Harford County,39.42,-76.29,NA,US,0,19332
21041,PO BOX,Ellicott City,MD,Howard County,39.27,-76.83,NA,US,0,423
21042,STANDARD,Ellicott City,MD,Howard County,39.27,-76.83,NA,US,0,34548
21043,STANDARD,Ellicott City,MD,Howard County,39.27,-76.83,NA,US,0,34351
21044,STANDARD,Columbia,MD,Howard County,39.2,-76.85,NA,US,0,34780
21045,STANDARD,Columbia,MD,Howard County,39.2,-76.85,NA,US,0,32742
21046,STANDARD,Columbia,MD,Howard County,39.2,-76.85,NA,US,0,13087
21047,STANDARD,Fallston,MD,Harford County,39.52,-76.42,NA,US,0,10915
21048,STANDARD,Finksburg,MD,Carroll County,39.49,-76.88,NA,US,0,9672
21050,STANDARD,Forest Hill,MD,Harford County,39.58,-76.39,NA,US,0,16636
21051,STANDARD,Fork,MD,Baltimore County,39.47,-76.45,NA,US,0,0
21052,PO BOX,Fort Howard,MD,Baltimore County,39.2,-76.44,NA,US,0,0
21053,STANDARD,Freeland,MD,Baltimore County,39.69,-76.72,NA,US,0,2820
21054,STANDARD,Gambrills,MD,Anne Arundel County,39.05,-76.66,NA,US,0,9367
21056,PO BOX,Gibson Island,MD,Anne Arundel County,39.07,-76.42,NA,US,0,0
21057,STANDARD,Glen Arm,MD,Baltimore County,39.44,-76.5,NA,US,0,3718
21060,STANDARD,Glen Burnie,MD,Anne Arundel County,39.16,-76.6,NA,US,0,23756
21061,STANDARD,Glen Burnie,MD,Anne Arundel County,39.16,-76.6,NA,US,0,42373
21062,UNIQUE,Glen Burnie,MD,Anne Arundel County,39.16,-76.6,NA,US,0,0
21065,UNIQUE,Hunt Valley,MD,Baltimore County,39.49,-76.65,NA,US,0,0
21071,PO BOX,Glyndon,MD,Baltimore County,39.47,-76.81,NA,US,0,492
21074,STANDARD,Hampstead,MD,Carroll County,39.61,-76.85,NA,US,0,13625
21075,STANDARD,Elkridge,MD,Howard County,39.2,-76.75,NA,US,0,21407
21076,STANDARD,Hanover,MD,Anne Arundel County,39.16,-76.72,NA,US,0,10451
21077,STANDARD,Harmans,MD,Anne Arundel County,39.16,-76.72,NA,US,0,0
21078,STANDARD,Havre De Grace,MD,Harford County,39.54,-76.09,NA,US,0,14843
21082,STANDARD,Hydes,MD,Baltimore County,39.48,-76.47,NA,US,0,825
21084,STANDARD,Jarrettsville,MD,Harford County,39.6,-76.47,NA,US,0,6986
21085,STANDARD,Joppa,MD,Harford County,39.43,-76.35,NA,US,0,14309
21087,STANDARD,Kingsville,MD,Baltimore County,39.44,-76.41,NA,US,0,5343
21088,PO BOX,Lineboro,MD,Carroll County,39.71,-76.84,NA,US,0,0
21090,STANDARD,Linthicum Heights,MD,Anne Arundel County,39.2,-76.66,NA,US,0,8675
21092,PO BOX,Long Green,MD,Baltimore County,39.47,-76.52,NA,US,0,0
21093,STANDARD,Lutherville Timonium,MD,Baltimore County,39.43,-76.64,NA,US,0,33490
21094,PO BOX,Lutherville Timonium,MD,Baltimore County,39.43,-76.64,NA,US,0,0
21098,UNIQUE,Hanover,MD,Anne Arundel County,39.19,-76.72,NA,US,1,0
21102,STANDARD,Manchester,MD,Carroll County,39.65,-76.89,NA,US,0,10360
21104,STANDARD,Marriottsville,MD,Howard County,39.35,-76.89,NA,US,0,4406
21105,PO BOX,Maryland Line,MD,Baltimore County,39.69,-76.71,NA,US,0,0
21106,PO BOX,Mayo,MD,Anne Arundel County,38.89,-76.5,NA,US,0,0
21108,STANDARD,Millersville,MD,Anne Arundel County,39.05,-76.64,NA,US,0,15559
21111,STANDARD,Monkton,MD,Baltimore County,39.57,-76.58,NA,US,0,4550
21113,STANDARD,Odenton,MD,Anne Arundel County,39.06,-76.69,NA,US,0,24516
21114,STANDARD,Crofton,MD,Anne Arundel County,39.01,-76.68,NA,US,0,21751
21117,STANDARD,Owings Mills,MD,Baltimore County,39.41,-76.79,NA,US,0,43195
21120,STANDARD,Parkton,MD,Baltimore County,39.65,-76.67,NA,US,0,6466
21122,STANDARD,Pasadena,MD,Anne Arundel County,39.11,-76.55,NA,US,0,51804
21123,PO BOX,Pasadena,MD,Anne Arundel County,39.11,-76.55,NA,US,0,545
21128,STANDARD,Perry Hall,MD,Baltimore County,39.4,-76.47,NA,US,0,11387
21130,PO BOX,Perryman,MD,Harford County,39.46,-76.2,NA,US,0,0
21131,STANDARD,Phoenix,MD,Baltimore County,39.5,-76.56,NA,US,0,6905
21132,STANDARD,Pylesville,MD,Harford County,39.68,-76.37,NA,US,0,2367
21133,STANDARD,Randallstown,MD,Baltimore County,39.37,-76.8,NA,US,0,23423
21136,STANDARD,Reisterstown,MD,Baltimore County,39.45,-76.81,NA,US,0,28903
21139,PO BOX,Riderwood,MD,Baltimore County,39.4,-76.6,NA,US,0,0
21140,STANDARD,Riva,MD,Anne Arundel County,38.94,-76.58,NA,US,0,3133
21144,STANDARD,Severn,MD,Anne Arundel County,39.13,-76.69,NA,US,0,27098
21146,STANDARD,Severna Park,MD,Anne Arundel County,39.08,-76.57,NA,US,0,23707
21150,PO BOX,Simpsonville,MD,Howard County,39.18,-76.88,NA,US,0,0
21152,STANDARD,Sparks Glencoe,MD,Baltimore County,39.54,-76.68,NA,US,0,4930
21153,PO BOX,Stevenson,MD,Baltimore County,39.42,-76.7,NA,US,0,825
21154,STANDARD,Street,MD,Harford County,39.65,-76.34,NA,US,0,5563
21155,STANDARD,Upperco,MD,Baltimore County,39.57,-76.8,NA,US,0,2185
21156,STANDARD,Upper Falls,MD,Baltimore County,39.43,-76.4,NA,US,0,0
21157,STANDARD,Westminster,MD,Carroll County,39.57,-77,NA,US,0,30270
21158,STANDARD,Westminster,MD,Carroll County,39.57,-77,NA,US,0,18082
21160,STANDARD,Whiteford,MD,Harford County,39.7,-76.34,NA,US,0,2155
21161,STANDARD,White Hall,MD,Baltimore County,39.65,-76.56,NA,US,0,5010
21162,STANDARD,White Marsh,MD,Baltimore County,39.38,-76.45,NA,US,0,3333
21163,STANDARD,Woodstock,MD,Howard County,39.32,-76.87,NA,US,0,6104
21201,STANDARD,Baltimore,MD,Baltimore City,39.3,-76.61,NA,US,0,9628
21202,STANDARD,Baltimore,MD,Baltimore City,39.3,-76.61,NA,US,0,10448
21203,PO BOX,Baltimore,MD,Baltimore City,39.3,-76.61,NA,US,0,1082
21204,STANDARD,Towson,MD,Baltimore County,39.39,-76.62,NA,US,0,12824
21205,STANDARD,Baltimore,MD,Baltimore City,39.3,-76.61,NA,US,0,9645
21206,STANDARD,Baltimore,MD,Baltimore City,39.3,-76.61,NA,US,0,38796
21207,STANDARD,Gwynn Oak,MD,Baltimore County,39.32,-76.72,NA,US,0,36682
21208,STANDARD,Pikesville,MD,Baltimore County,39.39,-76.7,NA,US,0,28007
21209,STANDARD,Baltimore,MD,Baltimore City,39.3,-76.61,NA,US,0,20922
21210,STANDARD,Baltimore,MD,Baltimore City,39.3,-76.61,NA,US,0,9266
21211,STANDARD,Baltimore,MD,Baltimore City,39.3,-76.61,NA,US,0,11927
21212,STANDARD,Baltimore,MD,Baltimore City,39.3,-76.61,NA,US,0,25043
21213,STANDARD,Baltimore,MD,Baltimore City,39.3,-76.61,NA,US,0,22290
21214,STANDARD,Baltimore,MD,Baltimore City,39.3,-76.61,NA,US,0,15609
21215,STANDARD,Baltimore,MD,Baltimore City,39.3,-76.61,NA,US,0,40096
21216,STANDARD,Baltimore,MD,Baltimore City,39.3,-76.61,NA,US,0,20336
21217,STANDARD,Baltimore,MD,Baltimore City,39.3,-76.61,NA,US,0,20560
21218,STANDARD,Baltimore,MD,Baltimore City,39.3,-76.61,NA,US,0,30285
21219,STANDARD,Sparrows Point,MD,Baltimore County,39.22,-76.43,NA,US,0,8039
21220,STANDARD,Middle River,MD,Baltimore County,39.33,-76.43,NA,US,0,31809
21221,STANDARD,Essex,MD,Baltimore County,39.3,-76.44,NA,US,0,33943
21222,STANDARD,Dundalk,MD,Baltimore County,39.26,-76.49,NA,US,0,44123
21223,STANDARD,Baltimore,MD,Baltimore City,39.3,-76.61,NA,US,0,15504
21224,STANDARD,Baltimore,MD,Baltimore City,39.3,-76.61,NA,US,0,33150
21225,STANDARD,Brooklyn,MD,Anne Arundel County,39.22,-76.61,NA,US,0,22734
21226,STANDARD,Curtis Bay,MD,Baltimore City,39.21,-76.55,NA,US,0,5435
21227,STANDARD,Halethorpe,MD,Baltimore County,39.21,-76.72,NA,US,0,26627
21228,STANDARD,Catonsville,MD,Baltimore County,39.26,-76.74,NA,US,0,39088
21229,STANDARD,Baltimore,MD,Baltimore City,39.3,-76.61,NA,US,0,33786
21230,STANDARD,Baltimore,MD,Baltimore City,39.3,-76.61,NA,US,0,23055
21231,STANDARD,Baltimore,MD,Baltimore City,39.3,-76.61,NA,US,0,9885
21233,STANDARD,Baltimore,MD,Baltimore City,39.3,-76.61,NA,US,0,0
21234,STANDARD,Parkville,MD,Baltimore County,39.38,-76.55,NA,US,0,56528
21235,UNIQUE,Baltimore,MD,Baltimore City,39.3,-76.61,NA,US,0,0
21236,STANDARD,Nottingham,MD,Baltimore County,39.38,-76.48,NA,US,0,33445
21237,STANDARD,Rosedale,MD,Baltimore County,39.32,-76.5,NA,US,0,24396
21239,STANDARD,Baltimore,MD,Baltimore City,39.3,-76.61,NA,US,0,22147
21240,STANDARD,Baltimore,MD,Anne Arundel County,39.3,-76.61,NA,US,0,0
21241,UNIQUE,Baltimore,MD,Baltimore City,39.3,-76.61,NA,US,0,0
21244,STANDARD,Windsor Mill,MD,Baltimore County,39.33,-76.78,NA,US,0,27753
21250,UNIQUE,Baltimore,MD,Baltimore County,39.3,-76.61,NA,US,0,0
